,id,name,host_id,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,availability_365
20677,16406680,Wyndham 2 double beds hotel room,60617669,Manhattan,Midtown,40.75222,-73.97276,Entire home/apt,299,2,0,0
20740,16437326,1 Bedroom Condo/Kitchen Wyndham Midtown 45 Resort*,69545883,Manhattan,Midtown,40.75183,-73.97336999999999,Private room,599,3,0,365
20752,16442395,Wyndham Midtown 45 - Great 1 BR Presidential Suite,107662519,Manhattan,Midtown,40.75182,-73.97354,Entire home/apt,400,3,0,0
20757,16443103,Sunny and new luxury studio,107836121,Manhattan,Midtown,40.76555,-73.98029,Entire home/apt,150,5,1,0
20778,16463598,Penthouse HUGE balcony on Lex(1BR),50482164,Manhattan,Midtown,40.75993,-73.97054,Entire home/apt,145,1,51,0
20785,16466819,Grand Central / United Nations Beautiful Studio!!,1475015,Manhattan,Midtown,40.75072,-73.97023,Entire home/apt,83,30,0,325
20813,16487077,"East 29th Street, Luxury 1bd",22541573,Manhattan,Midtown,40.74593,-73.98687,Entire home/apt,200,30,0,365
20815,16487823,2 Double Bed Hotel Style WYNDHAM MIDTOWN 45 *NYC*,69545883,Manhattan,Midtown,40.75327,-73.97175,Private room,599,3,2,365
20819,16489149,2 BDRM PRESIDENTIAL LUXURY CONDO MIDTOWN 45  NYC *,69545883,Manhattan,Midtown,40.75373,-73.97272,Private room,999,3,1,365
20864,16525573,Park Avenue 1 Bedroom,50760546,Manhattan,Midtown,40.745059999999995,-73.98201999999999,Entire home/apt,99,30,2,132
20880,16534037,1 BR at Wyndham Midtown 45 NYC,61463458,Manhattan,Midtown,40.75377,-73.97203,Private room,225,2,2,0
20884,16534588,Studio unit at Wyndham Midtown 45 NYC,61463458,Manhattan,Midtown,40.75172,-73.97193,Private room,185,2,0,0
20889,16542864,MANHATTAN STUDIO SUITE SLEEPS 2 GUEST,2677753,Manhattan,Midtown,40.76501,-73.98076,Private room,895,2,0,365
20981,16617217,LUXURY Flatiron Highrise 1 BR/1 BA,107883536,Manhattan,Midtown,40.74473,-73.99005,Entire home/apt,159,2,0,0
21032,16673377,Stunning bedroom in the best neighborhood of NYC,13001035,Manhattan,Midtown,40.756,-73.97078,Private room,122,3,19,0
21043,16678104,"Wyndham Midtown: E 45th St., NYC",3843799,Manhattan,Midtown,40.753820000000005,-73.97192,Entire home/apt,165,3,4,0
21066,16706758,Private midtown Apt w/ shared bath,10585694,Manhattan,Midtown,40.75369,-73.96679,Private room,99,2,21,3
21080,16720574,"Gramercy Heaven, right off Park Ave",110825940,Manhattan,Midtown,40.744890000000005,-73.98382,Entire home/apt,199,2,0,0
21104,16738648,맨하튼 소호 거리 주변 2인실,24626134,Manhattan,Midtown,40.75329,-73.9888,Private room,30,2,1,0
21140,16777938,Clean & Large room hearth of NYC Midtown!!,57657144,Manhattan,Midtown,40.75481,-73.96982,Private room,119,9,53,15
21229,16854754,"LRG DESIGNER STUDIO/1-BED, MIDTOWN, DOORMAN, ELEV.",23502183,Manhattan,Midtown,40.75562,-73.96539,Entire home/apt,149,3,8,0
21231,16855679,Modern 1 Bedroom Condo at Midtown 45,24126726,Manhattan,Midtown,40.75305,-73.97358,Private room,640,2,0,0
21232,16856193,Hotel Room at Wyndham Midtown 45,24126726,Manhattan,Midtown,40.75373,-73.97287,Private room,325,2,0,268
21318,16969156,Cozy Manhattan Studio,113460991,Manhattan,Midtown,40.75784,-73.96088,Entire home/apt,175,14,8,310
21395,17076329,"Discount at Manhattan Club NYC,  June 16-19, 2019",2190447,Manhattan,Midtown,40.7658,-73.98218,Entire home/apt,275,7,0,0
21448,17133439,Beautiful modern & large 2 bedroom,11606007,Manhattan,Midtown,40.74433,-73.98318,Entire home/apt,450,2,0,0
21462,17141884,Private room in a Luxury building: Midtown NYC,32383664,Manhattan,Midtown,40.751509999999996,-73.97114,Private room,60,30,1,0
21465,17149950,Entire One bedroom Apartment in Midtown Manhattan,7616444,Manhattan,Midtown,40.75029,-73.98402,Entire home/apt,350,5,4,0
21493,17189799,Spacious Studio - Midtown East,4316106,Manhattan,Midtown,40.7544,-73.96721,Entire home/apt,200,2,43,0
21551,17256799,URBAN LUXURY 2BR DUPLEX~24/7 DOORMAN/GYM~SUTTON PL,2856748,Manhattan,Midtown,40.75802,-73.96125,Entire home/apt,500,90,0,364
21568,17269656,"Magical, Welcoming & Beautiful Huge 1 Bedroom Apt",57655724,Manhattan,Midtown,40.75598,-73.97034000000001,Entire home/apt,260,2,64,131
21572,17280743,Essex House Historic Condo/hotel,29339405,Manhattan,Midtown,40.76579,-73.97700999999999,Entire home/apt,300,5,3,115
21708,17450190,Small Cozy Room in Herald Square,28584159,Manhattan,Midtown,40.750009999999996,-73.98629,Private room,65,300,1,89
21765,17499587,Cozy 2 Bedroom in Prime Location!,46599828,Manhattan,Midtown,40.74481,-73.98523,Entire home/apt,150,3,6,0
21778,17510139,❤ of Manhattan | Fantastic 1 Bedroom,3191545,Manhattan,Midtown,40.76501,-73.98312,Entire home/apt,195,30,0,364
21782,17511694,4A-,17770287,Manhattan,Midtown,40.74896,-73.98277,Entire home/apt,115,30,8,203
21785,17512466,2C,17770287,Manhattan,Midtown,40.7502,-73.98289,Entire home/apt,155,30,3,332
21861,17561119,One BR duplex loft in midtown east townhouse - 43,80479138,Manhattan,Midtown,40.76032,-73.96618000000001,Entire home/apt,160,30,7,71
21893,17603059,Luxury Condo in the Heart of Manhattan!(High Rise),5925984,Manhattan,Midtown,40.74685,-73.9841,Private room,175,2,60,357
22006,17699790,"HGV Club NY, NY",120599606,Manhattan,Midtown,40.76383,-73.97704,Private room,199,2,0,0
22069,17756109,Manhattan Hotel Room,7050126,Manhattan,Midtown,40.76305,-73.97841,Entire home/apt,800,1,19,0
22140,17824129,NEWLY FURNISHED Studio at Park Avenue South,102763353,Manhattan,Midtown,40.743970000000004,-73.98405,Entire home/apt,130,4,5,0
22166,17845650,Cosy Midtown Studio,121620125,Manhattan,Midtown,40.757940000000005,-73.96959,Entire home/apt,141,8,12,0
22167,17847040,Spacious 1bd in the heart of Midtown High Rise  !,31451454,Manhattan,Midtown,40.76352,-73.9831,Entire home/apt,199,2,70,263
22181,17860684,Manhattan Club (1 bedroom/Sleeps 4),41069190,Manhattan,Midtown,40.76587,-73.98210999999999,Entire home/apt,380,4,0,0
22209,17892114,Walk to CENTRAL PARK and TIME SQUARE!!!!,6716330,Manhattan,Midtown,40.76811,-73.98181,Private room,95,3,62,86
22393,18086316,Manhattan Club,124550001,Manhattan,Midtown,40.76576,-73.98016,Private room,350,1,1,0
22519,18210950,2 bedroom at Wyndham Midtown 45 New York City,57571805,Manhattan,Midtown,40.7523,-73.97299,Entire home/apt,134,4,2,0
22548,18239623,One Bedroom with King in the Manhattan Club!!,22307295,Manhattan,Midtown,40.76392,-73.98187,Entire home/apt,186,1,0,0
22583,18269285,Prime Midtown East Queen Bedroom-Females only,126292511,Manhattan,Midtown,40.76013,-73.96566,Shared room,99,3,6,0
22623,18305649,Beautiful 1 bedroom Apartment in Midtown East,95994558,Manhattan,Midtown,40.75242,-73.97112,Private room,200,3,0,0
22728,18393354,Midtown Sanctuary,2845,Manhattan,Midtown,40.75358,-73.9919,Shared room,99,1,1,365
22756,18423707,One bedroom in Kips Bay / Murray Hill area,15786933,Manhattan,Midtown,40.74559,-73.98216,Entire home/apt,259,7,0,0
22794,18456975,Fully furnished Studio Apt near Columbus Circle,30283594,Manhattan,Midtown,40.76547,-73.98216,Entire home/apt,199,30,0,189
22902,18559902,Central Park View 5th Avenue,125021178,Manhattan,Midtown,40.766459999999995,-73.97912,Entire home/apt,350,3,16,352
22929,18573121,LUXURY 1BR ON EAST 44TH~DOORMAN/LAUNDRY,2856748,Manhattan,Midtown,40.751940000000005,-73.97068,Entire home/apt,232,30,2,364
22941,18584411,2BR luxury apt in Midtown East,18212433,Manhattan,Midtown,40.75233,-73.97296999999999,Entire home/apt,299,4,0,0
23065,18675215,Modern Sunny Midtown Gem,18838868,Manhattan,Midtown,40.74452,-73.98163000000001,Entire home/apt,195,3,14,0
23114,18719602,Midtown Convenience and Modern Comfort,66051549,Manhattan,Midtown,40.7523,-73.97287,Private room,105,4,1,0
23157,18748038,RIVER VIEWS- EAST 52ND LUXURY 1 BR APARTMENT,2856748,Manhattan,Midtown,40.75403,-73.96343,Entire home/apt,225,30,0,364
23195,18782857,SUTTON PLACE 1BR WITH VIEWS~EAST 57TH,2856748,Manhattan,Midtown,40.757940000000005,-73.96143000000001,Entire home/apt,315,30,0,364
23238,18820068,Extra-Large 1 bedroom in Sutton Place,23572402,Manhattan,Midtown,40.757540000000006,-73.96177,Entire home/apt,275,3,0,21
23351,18907166,Midtown Manhattan at 45th Street,81128193,Manhattan,Midtown,40.753009999999996,-73.97198,Private room,515,3,0,0
23377,18916917,Dynamic Solitude,32613511,Manhattan,Midtown,40.743840000000006,-73.98243000000001,Shared room,55,1,1,0
23399,18942119,Studio apartment near Columbus Circle/Central Park,4264890,Manhattan,Midtown,40.76461,-73.98263,Entire home/apt,145,3,66,9
23418,18957522,Entire One Bedroom Apt-Great Location In Manhattan,37100193,Manhattan,Midtown,40.75452,-73.96634,Entire home/apt,122,1,120,220
23425,18960496,In the Heart of Manhattan New York,132219692,Manhattan,Midtown,40.746829999999996,-73.98761,Entire home/apt,158,1,138,142
23430,18963479,Studio apt in Midtown East steps to UN,132245692,Manhattan,Midtown,40.75169,-73.97323,Entire home/apt,70,2,79,98
23456,18996283,Midtown NY,48590699,Manhattan,Midtown,40.75169,-73.97116,Private room,100,1,8,0
23568,19069915,Extraordinary Apt Best Midtown Location,61391963,Manhattan,Midtown,40.75609,-73.96941,Entire home/apt,125,30,2,140
23579,19074024,Spacious 5th Ave - Semi Pvt Bed & Bath,113570467,Manhattan,Midtown,40.74842,-73.98541999999999,Shared room,320,1,1,179
23584,19081969,Beautiful Private Townhouse- Heart of Manhattan,21810947,Manhattan,Midtown,40.75488,-73.97134,Entire home/apt,1200,7,0,0
23625,19114277,LUXURY!30TH FLR SWEEPING RIVER VIEWS -SUTTON PLACE,2856748,Manhattan,Midtown,40.75775,-73.96132,Entire home/apt,350,30,0,364
23628,19115443,26th FLOOR-RIVER VIEWS& MASSIVE SPACE-SUTTON PLACE,2856748,Manhattan,Midtown,40.75905,-73.96141999999999,Entire home/apt,475,30,0,343
23634,19117322,Luxurious studio,131218877,Manhattan,Midtown,40.758,-73.97906,Entire home/apt,250,30,0,0
23684,19153081,West 57th Street by Hilton Club- Studio,31214940,Manhattan,Midtown,40.76486,-73.97822,Entire home/apt,249,3,0,0
23694,19157123,NYC Hotel (Enjoy top tier membership benefits),7050126,Manhattan,Midtown,40.76347,-73.97800000000001,Entire home/apt,1000,1,3,90
23723,19172876,"Private room with 2 queen sized beds, in Times SQ",133972085,Manhattan,Midtown,40.75594,-73.98259,Private room,155,4,35,157
23728,19175288,"Private room for 2ppl, 1 min from Times Square!!",133972085,Manhattan,Midtown,40.75528,-73.98312,Private room,135,4,37,155
23874,19269531,"Steps away from Grand Central, cute & cozy!",4297109,Manhattan,Midtown,40.75334,-73.97278,Entire home/apt,195,2,5,0
23899,19284253,2A,17770287,Manhattan,Midtown,40.75077,-73.9814,Entire home/apt,145,30,4,207
23942,19314011,"Most Amazing Location, Midtown 3 Bedroom",61391963,Manhattan,Midtown,40.75542,-73.96781,Entire home/apt,185,30,3,147
24079,19408620,Luxury Secured Building / Chic NYC Studio,16932515,Manhattan,Midtown,40.76064,-73.97066,Entire home/apt,375,4,2,178
24261,19544104,Charming Luxury Apartment in Central Manhattan,34682494,Manhattan,Midtown,40.747240000000005,-73.98924,Entire home/apt,400,3,1,180
24275,19550419,LARGE Luxury Private Room 5 mins from Times Sq,21496186,Manhattan,Midtown,40.751709999999996,-73.98642,Private room,129,3,18,0
24449,19677749,Midtown Room,117295184,Manhattan,Midtown,40.76554,-73.98245,Private room,80,1,46,6
24562,19750905,Live like a local in the heart of Manhattan,37688229,Manhattan,Midtown,40.75568,-73.96798000000001,Entire home/apt,79,6,8,15
24584,19767346,Cozy Gem in Huge Prewar Midtown Apartment,37092956,Manhattan,Midtown,40.76358,-73.98015,Private room,72,6,0,0
24623,19790011,1 bedroom presidential wyndham NYC,57571805,Manhattan,Midtown,40.75315,-73.97175,Entire home/apt,100,2,1,0
24705,19844263,"Central location in Midtown, doorman building",94206273,Manhattan,Midtown,40.75527,-73.9657,Private room,99,1,112,0
24727,19858046,Perfect Grand Central apartment,140433041,Manhattan,Midtown,40.75083,-73.97270999999999,Entire home/apt,325,3,21,2
24754,19876515,Wingate Manhattan Midtown (#1),139259102,Manhattan,Midtown,40.75316,-73.99086,Private room,500,1,0,0
24852,19931860,West 57th Street by Hilton Midtown Manhattan,4335080,Manhattan,Midtown,40.763940000000005,-73.97825,Entire home/apt,350,1,1,365
24869,19945327,"Apartment for One Person Midtown, Doorman Building",37234244,Manhattan,Midtown,40.766020000000005,-73.98323,Entire home/apt,105,10,4,19
24994,20016975,Rustic 1 Bedroom with Exposed Brick,55939980,Manhattan,Midtown,40.75685,-73.96388,Entire home/apt,210,2,4,0
25009,20029169,"Labor Day in NYC! Renovated Luxury Apt, Midtown",21060836,Manhattan,Midtown,40.75207,-73.97201,Entire home/apt,690,3,1,0
25018,20033157,"Large, bright bdr in a luxury bdg in Mid East",57328653,Manhattan,Midtown,40.75734,-73.96429,Private room,82,15,3,0
25049,20055581,Wingate Manhattan Midtown (#2),139259102,Manhattan,Midtown,40.752109999999995,-73.99228000000001,Private room,500,1,1,0
25087,20089597,Time Square Private Studio,51445545,Manhattan,Midtown,40.75347,-73.98567,Entire home/apt,179,2,117,235
25161,20154569,"Flatiron Loft 3BR/1.5 Bath Best Location
30 days",35635299,Manhattan,Midtown,40.74353,-73.98364000000001,Entire home/apt,333,30,66,210
25179,20167736,"Renovated Luxury Apt $199/Sleeps 4, Labor Day Wknd",21060836,Manhattan,Midtown,40.7534,-73.97185999999999,Entire home/apt,199,3,0,0
25227,20189718,2 BR Apt - Great Midtown location off 5th Avenue,26490904,Manhattan,Midtown,40.76149,-73.97536,Entire home/apt,200,30,5,280
25233,20191868,3 BR - Great Midtown location off 5th Avenue,26490904,Manhattan,Midtown,40.76255,-73.97453,Entire home/apt,350,30,2,332
25242,20194454,"MidTown 45 - New York, NY, Hotel Room, Sleeps 2ppl",136676366,Manhattan,Midtown,40.75155,-73.97355999999999,Private room,359,3,0,0
25260,20205958,Full-Service Junior Suite in Midtown Manhattan,143908925,Manhattan,Midtown,40.76549,-73.98165999999999,Entire home/apt,399,3,1,0
25458,20364111,Never Stop Exploring,145257512,Manhattan,Midtown,40.755990000000004,-73.96769,Entire home/apt,212,3,95,239
25496,20405148,"Clean, Near Central Park and Subway",39469667,Manhattan,Midtown,40.7577,-73.9662,Private room,105,1,142,38
25508,20412884,2 Bedroom + 2 Bathrooms | Excellent Location,143477365,Manhattan,Midtown,40.75878,-73.97069,Entire home/apt,409,1,87,40
25531,20433620,Time square/ Bryant park,145803893,Manhattan,Midtown,40.75205,-73.98564,Entire home/apt,170,2,102,213
25555,20452409,2 BR Presidential for FAMILY Vacation ★ EPIC VIEWS,64065593,Manhattan,Midtown,40.751740000000005,-73.97213,Entire home/apt,672,2,3,266
25617,20504573,Prime Midtown Location - Near Tourist Locations,121869120,Manhattan,Midtown,40.75257,-73.96853,Entire home/apt,127,1,0,0
25635,20523979,"1 Bed, 2 Bath Fully Furnished Upper East Side Apt",1188096,Manhattan,Midtown,40.757509999999996,-73.96464,Entire home/apt,233,90,0,365
25650,20539354,★Luxurious Manhattan's Midtown Resort★ 2 Double's,64065593,Manhattan,Midtown,40.75172,-73.97211999999999,Private room,198,2,9,263
25659,20548717,A private bedroom in the heart of Manhattan,100836839,Manhattan,Midtown,40.749829999999996,-73.98646,Private room,70,5,1,0
25683,20568978,Cozy 1 Bedroom Apartment,49989254,Manhattan,Midtown,40.74635,-73.98103,Entire home/apt,250,1,0,0
25687,20570327,1 Bedroom Presidential - Wyndham Midtown 45,145801588,Manhattan,Midtown,40.75287,-73.97352,Private room,449,3,0,357
25740,20600247,EXTRAVAGANT RESORT In the ❤️ of Midtown 45 Resort,64065593,Manhattan,Midtown,40.753,-73.97364,Private room,252,2,3,327
25749,20607505,Grand Central/ United Nations! MASTER  Bedroom,25157246,Manhattan,Midtown,40.75212,-73.96975,Private room,82,30,0,326
25769,20620647,Studio Deluxe 1 - Wyndham Midtown 45,145801588,Manhattan,Midtown,40.7538,-73.97355,Private room,389,3,3,357
25771,20621413,2-Bedroom Presidential 1 - Wyndham Midtown 45,145801588,Manhattan,Midtown,40.75371,-73.97225999999999,Entire home/apt,699,3,3,324
25780,20624817,Co-op Apartment in The Lombardy Hotel- 300 sq. ft.,100829279,Manhattan,Midtown,40.760329999999996,-73.96946,Entire home/apt,270,1,154,234
25787,20635939,Studio Deluxe 2- Wyndham Midtown 45,145801588,Manhattan,Midtown,40.75328,-73.97193,Private room,389,3,2,357
25871,20679388,SPECTACULAR Midtown East location!,21464170,Manhattan,Midtown,40.7531,-73.97085,Private room,115,1,33,0
25883,20686701,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,76104209,Manhattan,Midtown,40.7506,-73.97104,Entire home/apt,176,30,0,365
25911,20698375,Spacious Doorman True 2BR near Grand Central,121809482,Manhattan,Midtown,40.75052,-73.97259,Entire home/apt,350,3,3,0
25986,20753634,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,76104209,Manhattan,Midtown,40.7507,-73.97086,Entire home/apt,175,30,0,365
25989,20755049,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,76104209,Manhattan,Midtown,40.75161,-73.97017,Entire home/apt,175,30,0,365
25992,20755691,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,76104209,Manhattan,Midtown,40.75145,-73.97010999999999,Entire home/apt,175,30,0,365
25994,20756864,IN MINT CONDITION-1BR&TERRACE-E 44TH/UNITED NATION,76104209,Manhattan,Midtown,40.7518,-73.97074,Entire home/apt,220,30,0,365
25997,20757749,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,76104209,Manhattan,Midtown,40.74978,-73.96977,Entire home/apt,175,30,0,365
26021,20766398,IN MINT CONDITION-STUDIOS EAST 44TH/UNITED NATIONS,76104209,Manhattan,Midtown,40.75014,-73.97001,Entire home/apt,175,30,0,365
26066,20799032,Luxury 2 Bedroom Empire Loft,149112195,Manhattan,Midtown,40.753409999999995,-73.98504,Entire home/apt,422,5,58,339
26121,20829055,3 Bedroom in Great Midtown Location,26490904,Manhattan,Midtown,40.761140000000005,-73.97596,Entire home/apt,350,30,1,151
26178,20874859,Luxury Midtown Manhattan Condo with 24hr Doorman,26390396,Manhattan,Midtown,40.75288,-73.97703,Entire home/apt,209,2,25,0
26358,20998163,Walk to Times Square and Central Park-Cozy Room!!!,11392362,Manhattan,Midtown,40.76357,-73.98308,Private room,107,3,133,9
26406,21024098,307 E 44th st beautiful fully furnished,53179388,Manhattan,Midtown,40.75029,-73.97142,Entire home/apt,175,30,2,161
26452,21055153,Chez Jazzy Midtown East,151681101,Manhattan,Midtown,40.75614,-73.96706,Entire home/apt,225,5,30,0
26596,21161871,Entire apartment in Turtle Bay,3778274,Manhattan,Midtown,40.75643,-73.96847,Entire home/apt,120,2,7,0
26607,21172924,Midtown East,152852607,Manhattan,Midtown,40.7557,-73.96871,Entire home/apt,185,3,35,0
26712,21220573,Beautiful Clean Studio in Midtown East,85318599,Manhattan,Midtown,40.75649,-73.97126,Entire home/apt,160,4,12,0
26792,21264686,"Stunning Room, Perfect Location, Premium Bed ❤",14552154,Manhattan,Midtown,40.74624,-73.98648,Private room,140,2,76,148
26794,21265189,Private Quiet Room in the BEST Location!! ❤,14552154,Manhattan,Midtown,40.74465,-73.98535,Private room,135,2,84,103
26795,21265363,"2 Bedrooms For Groups, GREAT LOCATION",14552154,Manhattan,Midtown,40.74517,-73.98484,Private room,231,2,12,165
26919,21322742,Best Private Room/BTH In The Heart of Manhattan,13839404,Manhattan,Midtown,40.75582,-73.97175,Private room,180,2,0,0
27067,21414167,Recently renovated 2 bedroom apartment in midtown,42784981,Manhattan,Midtown,40.7447,-73.98255,Entire home/apt,350,2,1,0
